,video_url,lat/lon,video_title
193,https://www.youtube.com/embed/DN3Oy9--Z3c,"['139.7872022', '35.6776321']",Tokyo Sumida river straight walk for treadmill
194,https://www.youtube.com/embed/C36hR6mmSO0,"['139.7293546', '35.6657947']",Washi lanterns at Tokyo Midtown
195,https://www.youtube.com/embed/r6elys1yroU,"['139.6558921', '35.2840498']",Evening walk in Yokosuka
196,https://www.youtube.com/embed/dBaWy8cmdoo,"['139.794926', '35.7098807']",Night walk at rainy Tokyo Asakusa
197,https://www.youtube.com/embed/TGFPQhPuayE,"['139.699451', '35.6443741']",Night Meguro in sakura
198,https://www.youtube.com/embed/tjOjqE2mHCI,"['139.7158331', '35.6340929']",Day Meguro in sakura
199,https://www.youtube.com/embed/7EU3OvonEGo,"['139.7785074', '35.6907124']",Morning walk at Higashi-Nihombashi
200,https://www.youtube.com/embed/iw5S_CgtgTs,"['138.7392637', '35.5099123']",Walking and sakura observing along Fuji Kawaguchiko lake
201,https://www.youtube.com/embed/IAwkzYtCai0,"['138.8029588', '35.4978053']",Sakura at Fuji Arakurayama Sengen park
202,https://www.youtube.com/embed/0uORCqDziQw,"['140.3140825', '35.7779156']",Walking at Narita Taiko 2018 drum festival
203,https://www.youtube.com/embed/LpPLIo6a_pI,"['139.7044649', '35.6966373']",Fast walking from Shinjuku to Shibuya
204,https://www.youtube.com/embed/l9XtI_CHAk0,"['138.9343738', '35.3004915']",Gotemba town walk
205,https://www.youtube.com/embed/NU54DeHQgcA,"['139.7957336', '35.6965972']",Walking at Tokyo Ryogoku Nigiwai festival 2018
206,https://www.youtube.com/embed/pSpJNtCaJP0,"['139.5527441', '35.3028715']",Walking at Kamakura beach
207,https://www.youtube.com/embed/C9qKkjtqaOY,"['138.6615726', '35.5034083']",Walking at Iyashi village
208,https://www.youtube.com/embed/zrw51Jx_23Q,"['138.6588487', '35.4793471']",Aokigahara Ice caves
209,https://www.youtube.com/embed/EVkbdAphkhA,"['139.5802054', '35.704096']",Kichijoji and Inokashira park walk
210,https://www.youtube.com/embed/DHq0pLFavyc,"['138.9625671', '35.8290091']",Tokyo Okutama mountains walk
211,https://www.youtube.com/embed/NvIyOoZ1cvI,"['139.7718849', '35.6676193']",Walking at Tsukiji and Tsukishima at night
212,https://www.youtube.com/embed/s9VYTn5h8VQ,"['139.7678405', '35.681207']",Spaziergang im Regen vom Tokio Hbf. nach Akihabara
213,https://www.youtube.com/embed/aiM18wgpl8U,"['139.333317', '35.7345538']","Firefly festival in Fussa city, Tokyo - 2018"
214,https://www.youtube.com/embed/NeE0O_Ia0T0,"['139.7036093', '35.7126133']",Walking at night Takadanobaba
215,https://www.youtube.com/embed/o_zFo6wQEHc,"['140.4939742', '35.8945496']",Sawara at sunset
216,https://www.youtube.com/embed/Vsi1gXaSu7c,"['139.7699783', '35.7280873']",Walking in Yanaka at night
217,https://www.youtube.com/embed/utIB6AykyLs,"['139.7955029', '35.6963336']",Random walk from Ryogoku to SkyTree
218,https://www.youtube.com/embed/vBpIZgHAGHc,"['139.7101026', '35.6467294']",Night walk from Ebisu to Meguro
219,https://www.youtube.com/embed/628xBUVNmTQ,"['139.7095808', '35.6481212']",Night walk between Meguro and Shinagawa
220,https://www.youtube.com/embed/gJGzSuvtX9o,"['139.761914', '35.6539667']",Night walk from Takeshiba to Ginza
221,https://www.youtube.com/embed/eJQf9FVXjoM,"['139.3900334', '36.1393899']",Kumagaya Uchiwa festival
222,https://www.youtube.com/embed/JKG4eXrFDF4,"['139.1344994', '34.2055236']",Kozushima walk - 1
223,https://www.youtube.com/embed/chYTdPxmePw,"['139.7649089', '35.6712232']",Walking around Hibiya Midtown tower
224,https://www.youtube.com/embed/7lYY-cpVwzw,"['139.4453761', '35.5419941']",Sunday Machida walk
225,https://www.youtube.com/embed/uVKBTG8ne7U,"['139.7475624', '35.6457361']",Morning Tamachi - Yureizaka - Shirokanedai walk
226,https://www.youtube.com/embed/q-ZFHRK4MYU,"['139.9076804', '35.7290758']",Walking at Edogawa hanabi (firework)
227,https://www.youtube.com/embed/JS9Qi67YOzE,"['138.5960945', '36.6207181']",Walking in Kusatsu - town of onsens (hot water streams)
228,https://www.youtube.com/embed/6Lyy1QVIhSg,"['138.5970297', '36.3483927']",Karuizawa walk
229,https://www.youtube.com/embed/r-Inp21oCNE,"['139.0126623', '36.3228267']","Walking in Takasaki, Gunma prefecture"
230,https://www.youtube.com/embed/CdtisAKdr-I,"['139.9853622', '35.7015843']","Walking at Funabashi, Chiba prefecture"
231,https://www.youtube.com/embed/eO4jR9bxF8U,"['139.3388529', '35.6556157']",Hachioji walk
232,https://www.youtube.com/embed/4gXGd3_BOrs,"['140.8267464', '35.7340035']",Choshi walk and train ride to lighthouse
233,https://www.youtube.com/embed/jrSHGwOvU8Y,"['139.6698339', '35.6658695']",Shimokitazawa walk and Hachiman shrine festival
234,https://www.youtube.com/embed/4Hk36xQ5oqM,"['139.8259768', '35.3148733']",Walking to Futtsu misaki (cut off fragment with loud music)
235,https://www.youtube.com/embed/i3powwL7bT0,"['139.7156196', '35.5628195']",Walking in Tokyo Kamata
236,https://www.youtube.com/embed/ULkFUaJX6iE,"['139.712256', '35.6057782']","Walking at Nebuta festival in Nakanobu, Tokyo"
237,https://www.youtube.com/embed/Hndf5JRwUL0,"['140.1065366', '35.6074041']",Backstreets of Japan at night - 3 - Heavy rain
238,https://www.youtube.com/embed/gJ4lsDtjZ3A,"['139.765737', '35.717346']",Nezu shrine festival
239,https://www.youtube.com/embed/nVjg3qtbGqg,"['139.875498', '35.7567078']",Rainy walk in evening Shibamata
240,https://www.youtube.com/embed/1xIyrTD85W0,"['139.7846947', '35.7208778']",Night walking from Iriya to Yoshiwara and Sumida river
241,https://www.youtube.com/embed/2PqkuJMbHaw,"['139.7724317', '35.6984426']","Night videowalk in Akihabara, Tokyo (reupload)"
242,https://www.youtube.com/embed/bjSsQkaPKfk,"['140.6262463', '38.0035902']",Walking at castle and streets of Shiroishi
243,https://www.youtube.com/embed/NnfzALzLNgY,"['141.419638', '38.305681']",Walking at cats island - Tashirojima
244,https://www.youtube.com/embed/r_xyBmp3yIM,"['141.303485', '38.435358']",Walking from Ishinomaki station to Manga museum and pier
245,https://www.youtube.com/embed/cHjKckxsOCs,"['140.8578631', '38.258663']",Walking to Sendai castle(!?!?) and Sendai station
246,https://www.youtube.com/embed/t_UdIyLpQHg,"['139.1488603', '35.7268216']",Mini-walk in Tokyo village Hinohara
247,https://www.youtube.com/embed/re-wjNxH4Jw,"['139.4827537', '35.9070457']",Walking at Kawagoe festival
248,https://www.youtube.com/embed/m5fEx0MkoMI,"['139.7105383', '35.7296019']","Halloween Cosplay in Ikebukuro, Tokyo - 2018"
249,https://www.youtube.com/embed/xBqFgy3sqFU,"['139.7016358', '35.6580339']",Shibuya Halloween - 2018
250,https://www.youtube.com/embed/PE-P-nCSxHc,"['132.3145104', '34.2954287']",Walking on Miyajima (Itsukushima)
251,https://www.youtube.com/embed/e1J6DYeJFas,"['136.8815369', '35.170915']",Walking from Nagoya station to Nagoya castle
252,https://www.youtube.com/embed/j6IRjAMeRbo,"['132.9939346', '34.3030147']",Rabbits island - Okunoshima
253,https://www.youtube.com/embed/mHXp_o0beOE,"['135.1954675', '34.7062884']",Walking near Shin-Kobe station
254,https://www.youtube.com/embed/C0MWuydrc1s,"['133.083144', '34.400557']",Mihara night walk
255,https://www.youtube.com/embed/NxXevpGGFBM,"['132.4501385', '34.4099277']",Night walk in Hiroshima from Yokogawa to Hiroshima castle
256,https://www.youtube.com/embed/z5FMpJ7rkMI,"['139.746367', '35.7312945']",Rikugien autumn leaves illumination
257,https://www.youtube.com/embed/bZKV8OG-SPc,"['139.7295292', '35.6610854']",Walking from Roppong Hills Christmas illumination to Tokyo Tower
258,https://www.youtube.com/embed/SKS7b19MLOY,"['139.726242', '35.66649']",Roppongi Christmas Lights
259,https://www.youtube.com/embed/dXCh3DvHtNs,"['140.0963398', '35.0818441']",Walking in Kamogawa town and Niemonjima
260,https://www.youtube.com/embed/4-xAbDI9qTI,"['139.7639451', '35.6714855']","Night walk looking for Christmas Lights at Tokyo station, Ginza, Yurakucho and Hibiya"
261,https://www.youtube.com/embed/DxMP69fW_RM,"['139.7608154', '35.7381581']","Night walk in Tabata (Kita city, Tokyo)"
262,https://www.youtube.com/embed/Lr-rOcev2aw,"['139.030293', '35.2005367']",Walking at Hakone and Ashinoko
263,https://www.youtube.com/embed/lfPW47mZUPU,"['139.630436', '35.4498841']",Night walk in Yokohama Nogecho and Minato-Mirai
264,https://www.youtube.com/embed/ZN2rtwA_A_M,"['139.722174', '35.6518505']",Another night walk in Tokyo from Hiroo to Roppongi
265,https://www.youtube.com/embed/0lY98l3tOrM,"['138.8096335', '36.9359839']","Walking in Yuzawa, Niigata. Snow, snow, more snow and water."
266,https://www.youtube.com/embed/YOPlNfDe4SY,"['139.0778841', '35.1038422']","Night walk in Atami, Shizuoka"
267,https://www.youtube.com/embed/ifJnYgVMwKE,"['138.8598006', '35.1026494']","Windy day in Numazu, Shizuoka"
268,https://www.youtube.com/embed/Limg4h_Hz6k,"['138.7567103', '37.1348996']","Evening walk and fly in Tokamachi, Niigata"
269,https://www.youtube.com/embed/oF5KeBA_G34,"['138.5550519', '35.6971323']","Walking to Kofu station on a rainy evening. Kofu, Yamanashi."
270,https://www.youtube.com/embed/FzReJo_S5L8,"['140.0406343', '35.8720639']","Snow. Snow? Snow! Abiko, Chiba - part 1"
271,https://www.youtube.com/embed/zor91llf_lk,"['140.0492786', '35.8578178']","Snow. Snow? Snow! Abiko, Chiba - part 2"
272,https://www.youtube.com/embed/PGoL5V5x5vM,"['139.7709318', '35.6918216']",Walking from Akihabara to Iidabashi station
273,https://www.youtube.com/embed/DaM5_yl39H4,"['139.7392848', '35.7334192']","Walking from Sugamo station to Ikebukuro, Tokyo"
274,https://www.youtube.com/embed/Sr1L_GS62Lg,"['138.19705', '36.807319']","Walking in Shinano town, Nagano. To lake Nojiri and above."
275,https://www.youtube.com/embed/iQ7nQsRrbdo,"['139.4655', '35.76103']",Walking to Tama lake
276,https://www.youtube.com/embed/LjSUlJeU1KA,"['139.7977621', '35.7107924']",Sakura at Sumida river
277,https://www.youtube.com/embed/dkB6ulK1xC4,"['140.0285463', '35.7490505']",Sakura in Andersen park
278,https://www.youtube.com/embed/Y9qn3cS9wJQ,"['140.0614966', '35.7599047']",Walking from Andersen park through Chiba countryside
279,https://www.youtube.com/embed/gLvvehWvEe4,"['140.3145868', '35.7778525']",Narita taiko festival 2019
280,https://www.youtube.com/embed/zC2PzLYViwQ,"['138.7517787', '35.5170946']",Flying and walking at Kawaguchiko lake
281,https://www.youtube.com/embed/n-vum_D0D4U,"['138.6796132', '35.495065']",Flying over lake Saiko and walking through forest Aokigahara
282,https://www.youtube.com/embed/PtGWs4vpN-g,"['136.230922', '35.197898']",Walking in Toyosato for K-ON fans
283,https://www.youtube.com/embed/_0Syq3eqUN0,"['135.072287', '35.625933']","Rainy walk in Kyotango Mineyama, Kyoto"
284,https://www.youtube.com/embed/pu9BorxYjBQ,"['135.5017863', '34.6668338']","Rainy Dotonbori at night, Osaka"
285,https://www.youtube.com/embed/7NnQSZ2mrgQ,"['135.182585', '35.55736']",Walking and flying over Amano-Hashidate
286,https://www.youtube.com/embed/IzvoQ8fcgNU,"['130.3832668', '33.5845918']",Fukuoka in May. Walking from castle remains to Hakata station.
287,https://www.youtube.com/embed/vylS-j19tx0,"['136.956921', '35.7510066']",Gujo town and Gujo Hachiman castle
288,https://www.youtube.com/embed/YwM5SB7m7Wg,"['135.0251242', '35.6674493']",Beaches of Kyoto - Kyotango
289,https://www.youtube.com/embed/9UMn6CVizOw,"['132.454048', '34.3955605']",Day walk in Hiroshima and boat ride around the castle
290,https://www.youtube.com/embed/_tRfKR0DTZ0,"['139.4190427', '35.7704984']",Walking to Totoro forest from Seibukyujomae station
291,https://www.youtube.com/embed/PYuFGDSbdY8,"['139.3467142', '35.7713118']",Walking in rainy Mizuho city by Clannad trail
292,https://www.youtube.com/embed/HIjLDMh2XmE,"['139.690516', '35.827971']",Warabi Station
293,https://www.youtube.com/embed/T5JzYSlRFNU,"['139.5500314', '35.3187653']",Kamakura firework walk
294,https://www.youtube.com/embed/BxID9VS_x0w,"['140.1032156', '35.6226557']",Walking around Chiba station
295,https://www.youtube.com/embed/NBvJEPjcnx4,"['139.6975401', '35.5304088']",Haisai Festa Kawasaki (reupload)
296,https://www.youtube.com/embed/5vldXNCf7Nw,"['139.3749019', '36.0452342']",On the way to Shinrin park
297,https://www.youtube.com/embed/ZanBTbmMPGs,"['140.1133591', '35.6131339']",Walking from Chiba station to Chiba port park
298,https://www.youtube.com/embed/UPJ0Ta24D_w,"['139.7826297', '35.6859289']","""Do not stop"" festival, or in pursuit of Sumidagawa firework"
299,https://www.youtube.com/embed/4qkC3HaKpqs,"['139.7096629', '35.6471304']",Walking at Ebisu during Obon festival
300,https://www.youtube.com/embed/AAxpwZ3dpwo,"['139.7092638', '35.7307101']",IKEBUKURO west gate night spot
301,https://www.youtube.com/embed/AFe1BaVmUo8,"['114.1725213', '22.2964836']",HONG KONG CHUNGKING MANSIONS
302,https://www.youtube.com/embed/EDaY1bSN8-E,"['126.9858296', '37.55998']",Korea Seoul Myeong-Dong
303,https://www.youtube.com/embed/gVg1yWbeXPY,"['126.9993404', '37.5701527']",Korea Seoul Gwangjang market
304,https://www.youtube.com/embed/u0mtC0ItpG0,"['126.9921017', '37.5400456']",Korea Seoul Itaewon
305,https://www.youtube.com/embed/SBCXM49kaHo,"['127.0394902', '37.6025867']",MIARI TEXAS (RED LIGHT DISTRICT) Korea Seoul
306,https://www.youtube.com/embed/YNcBY0kVqog,"['126.9882266', '37.5511694']",Korea Seoul Tower
307,https://www.youtube.com/embed/cRXP6L37tsI,"['126.9221567', '37.5520365']",Korea Seoul Hongdae CLUB STREET 
308,https://www.youtube.com/embed/JwAJjUaoqZs,"['127.1256452', '37.5439937']",CHEONHO and RED LIGHT DISTRICTS Korea Seoul
309,https://www.youtube.com/embed/2l1DQwFmw30,"['139.7075344', '35.6699022']",HARAJUKU & OMOTESANDO　Christmas eve 2017
310,https://www.youtube.com/embed/0KGx9UUtN90,"['139.7006674', '35.6593103']",SHIBUYA Christmas eve 2017
311,https://www.youtube.com/embed/Czo9XUiQI3s,"['139.6500088', '35.7050735']",TOKYO KOENJI
312,https://www.youtube.com/embed/xyCuDvmRzK4,"['139.7021279', '35.6896418']",SHINJUKU Kabukicho night spot
313,https://www.youtube.com/embed/uwJzxt2weE0,"['139.7002258', '35.7012459']",SHINOKUBO Korean town
314,https://www.youtube.com/embed/1GjAfpTfwIE,"['139.7081559', '35.6906929']",SHINJUKU NI-CHO-ME LGBT town
315,https://www.youtube.com/embed/LwuF1DMca8A,"['114.1686', '22.2937081']",HONG KONG STAR FERRY
316,https://www.youtube.com/embed/KT6gQORnfI4,"['114.1709788', '22.3175808']",HONG KONG LADIES MARKET
317,https://www.youtube.com/embed/qqF9GtvZLJY,"['114.1556712', '22.2808373']",HONG KONG LAN KWAI FONG club street
318,https://www.youtube.com/embed/1sGgYrQKrQA,"['132.4545737', '34.4013235']",HIROSHIMA ATOMIC BOMB DOME
319,https://www.youtube.com/embed/e_9Qavfh8Q4,"['132.3228766', '34.3020478']",HIROSHIMA MIYAJIMA ISLAND
320,https://www.youtube.com/embed/YvUr6zXCjXk,"['132.4552697', '34.3987956']",HIROSHIMA MOTOMACHI APARTMENT
321,https://www.youtube.com/embed/kSj0gR5kiEs,"['132.4635576', '34.3898502']",HIROSHIMA NAGAREKAWA night spot
322,https://www.youtube.com/embed/Y395xuUng8I,"['114.116897', '22.544362']",CHINA SHENZHEN LAOJIE
323,https://www.youtube.com/embed/oGig2jvaQEQ,"['114.1226389', '22.5419188']",CHINA SHENZHEN XIANGXICUN 
324,https://www.youtube.com/embed/sGhoSokISDk,"['114.1260829', '22.544297']",CHINA SHENZHEN HUBEI
325,https://www.youtube.com/embed/Vy9gGSpl7Pk,"['113.9722329', '22.5347986']",CHINA SHENZHEN WINDOW OF THE WORLD
326,https://www.youtube.com/embed/GMxd4-p0PnY,"['114.0342623', '22.520141']",CHINA SHENZHEN SHAWEI
327,https://www.youtube.com/embed/Vd3-4OUFZCo,"['114.086765', '22.540472']",CHINA SHENZHEN HUAQIANG NORTH
328,https://www.youtube.com/embed/i6PmlpA1zuY,"['102.083652', '14.9738493']",THAILAND KORAT (NAKHON RATCHASIMA)
329,https://www.youtube.com/embed/4sxB3Mqua0Y,"['102.7872325', '17.4138413']",THAILAND UDON THANI
330,https://www.youtube.com/embed/7B0gCerL0Fk,"['102.7826574', '17.8871319']",THAILAND NONG KHAI SALA KAEW KU
331,https://www.youtube.com/embed/xuWUr0GrrsE,"['100.8845478', '12.9301219']",THAILAND PATTAYA LK METRO night spot
332,https://www.youtube.com/embed/KpvYKh2h68M,"['100.8746721', '12.9274258']",THAILAND PATTAYA WALKING STREET night spot 
333,https://www.youtube.com/embed/2lJi79CVYP8,"['100.8897897', '12.9482448']",THAILAND PATTAYA ART IN PARADISE trick art museum
334,https://www.youtube.com/embed/xbc2npWHFpM,"['100.8851298', '12.9427311']",THAILAND PATTAYA SOI 6 night spot
335,https://www.youtube.com/embed/OquLJBOjfBk,"['100.8787994', '12.9314633']",THAILAND PATTAYA BEACH SIDE night time
336,https://www.youtube.com/embed/VqZhr3NJtoM,"['100.5603644', '13.7187507']",THAILAND BANGKOK KHLONG TOEI MARKET
337,https://www.youtube.com/embed/27X-fP4qp30,"['100.5689948', '13.7158569']",THAILAND BANGKOK KHLONG TOEI SLUM
338,https://www.youtube.com/embed/5VrJsm9BHR8,"['100.5530786', '13.741381']",THAILAND BANGKOK NANA PLAZA night spot 
339,https://www.youtube.com/embed/B_1Gf61BqUU,"['100.5614972', '13.737089']",THAILAND BANGKOK SOI COWBOY night spot
340,https://www.youtube.com/embed/8ve09GsdLx8,"['100.5313486', '13.72974']",THAILAND BANGKOK PATPONG STREET night spot
341,https://www.youtube.com/embed/kEiTCGVKGaE,"['104.9271937', '11.5740451']",CAMBODIA PHNOM PENH NIGHT MARKET
342,https://www.youtube.com/embed/Jf0mqB-X1wg,"['104.920908', '11.569552']",CAMBODIA PHNOM PENH CENTRAL MARKET 
343,https://www.youtube.com/embed/CnlxWomIZZA,"['104.9346623', '11.5716911']",CAMBODIA PHNOM PENH TONLE SAP RIVER SIDE
344,https://www.youtube.com/embed/AN7_uQG9DEc,"['106.6924759', '10.7667463']",VIETNAM HO CHI MINH BUI VIEN STREET 
345,https://www.youtube.com/embed/WdJ8zMofnAc,"['106.7009576', '10.7762926']",VIETNAM HO CHI MINH LE THANH TON
346,https://www.youtube.com/embed/DUkwwhxdjro,"['106.6980413', '10.7725451']",VIETNAM HO CHI MINH BEN THANH MARKET
347,https://www.youtube.com/embed/szN9M8UJgpE,"['108.366543', '22.817002']",CHINA NANNING
348,https://www.youtube.com/embed/julEy-icA8w,"['108.3282862', '22.8275502']",CHINA NANNING LOCAL PARK
349,https://www.youtube.com/embed/afrs4bGoYiY,"['108.3237501', '22.8087736']",CHINA NANNING ZHONG SHAN LU FOOD STREET
350,https://www.youtube.com/embed/8DTmy4eR-1E,"['110.4967244', '24.7764149']",CHINA YANGSHUO WEST STREET
351,https://www.youtube.com/embed/OUN18GMs2do,"['114.0748838', '22.525552']",CHINA SHENZHEN FUTIAN HUANGGANGXINCUN
352,https://www.youtube.com/embed/02aQXW2To0Q,"['114.0631491', '22.5209207']",CHINA SHENZHEN FUTIAN SHUIWEIJIE
353,https://www.youtube.com/embed/oadrRbGj858,"['120.2029194', '11.9987229']","CORON, PALAWAN, CORON TOWN ""old market"" JUST WALKING(PHILIPPINE)"
354,https://www.youtube.com/embed/TZ-B9xMrf0c,"['104.1459372', '30.7326068']",Walking in Chengdu Panda Breeding Research Center
355,https://www.youtube.com/embed/q-M71S1y5tI,"['104.080198', '30.6548352']",Walking in Chengdu Chunxi Road
356,https://www.youtube.com/embed/KlA7K927R0I,"['104.0536145', '30.6633371']",Walking in Chengdu Kuanzhai Alley
357,https://www.youtube.com/embed/0ooqndtreLo,"['104.0218814', '30.6639501']",Cycling in Chengdu 2ND RING ROAD Part 1A
358,https://www.youtube.com/embed/uYkE4ctgr1E,"['103.5169421', '30.5808843']",Walking in Chengdu Nanjiao Park
359,https://www.youtube.com/embed/Q-2IcAm-UUA,"['104.057255', '30.657144']",Walking in Chengdu People's Par
360,https://www.youtube.com/embed/LtB-QFY90qQ,"['104.0482533', '30.6457381']",Walking in Chengdu Wuhouci 
361,https://www.youtube.com/embed/cPzbQzf5USM,"['104.0637193', '30.5666402']","a Walk through the LARGEST Building in the World! (New Century Global Center, Chengdu, China)"
362,https://www.youtube.com/embed/GWfr0iYNZVU,"['106.576431', '29.5698154']",Walking in Chongqing China
363,https://www.youtube.com/embed/O3Q0Frnxonw,"['121.4458975', '31.223127']",Walking from Shanghai Jinan Temple to west Nanjing road station.Shanghai Flaneur
364,https://www.youtube.com/embed/bpY4aDOK-0E,"['116.4111111', '39.9163743']","A walk in Wangfujing, Beijing"
365,https://www.youtube.com/embed/Qd4gRNZvZCE,"['116.455419', '39.935886']","A Walk in Sanlitun, Beijing"
366,https://www.youtube.com/embed/SsZAFsgf58A,"['116.4814403', '39.9964515']","A Walk in Wangjing Soho, Beijing"
367,https://www.youtube.com/embed/qztRJrWt-Es,"['116.392385', '39.933924']","A walk in Shichahai, Beijing, Hutong tour"
368,https://www.youtube.com/embed/p4Xx2zCiq04,"['116.468427', '39.993178']","A walk in Wangjing, Beijing at 7am"
369,https://www.youtube.com/embed/yQ005IfHs0w,"['116.484772', '39.975838']","A walk in Beijing, GaoJiayuan to Jiangtai"
370,https://www.youtube.com/embed/mTJNlNPQJ8o,"['116.49609', '39.984138']","Walking around 798 Art Zone, Beijing"
371,https://www.youtube.com/embed/Pq4fIQxfq1c,"['116.4010992', '39.9439825']",SUMMER IN BEIJING | A Walk | GULOU
372,https://www.youtube.com/embed/s-hwUxziUsU,"['116.397875', '39.900194']","A walk in Beijing, Qianmen"
373,https://www.youtube.com/embed/WXIfF7TN1QQ,"['116.5698326', '40.4325703']","The Great Wall of China Walking Tour, Mutianyu 慕田峪, Beijing"
374,https://www.youtube.com/embed/L9XUUJvgNcI,"['121.5166081', '31.2413704']",Shanghai - walking Lujiazui Financial Area Pudong weekday from 5-9 pm
375,https://www.youtube.com/embed/o-7dXPvVNec,"['121.47627', '31.2350374']",East Nanjing Road to The Bund
376,https://www.youtube.com/embed/HrvlC0iPjXY,"['121.4912904', '31.2354937']",Shanghai - Night of the Bund
377,https://www.youtube.com/embed/NFAkm_--A28,"['121.3491392', '31.1553599']",Shanghai Walk | Qibao Old Town
378,https://www.youtube.com/embed/l2M2EKC_ae0,"['121.4466056', '31.2225398']",Shanghai Walk | Jing'an Temple & Nanjing West Road
379,https://www.youtube.com/embed/DhrOQ9EolXQ,"['121.4764141', '31.2167363']",Shanghai Walk | Xintiandi | East Huaihai Road
380,https://www.youtube.com/embed/7o1AvEpbqsE,"['121.4801408', '31.2356586']",Shanghai Walk | East Nanjing Road
381,https://www.youtube.com/embed/9XFIRb8DyKY,"['121.49029', '31.2357198']",Shanghai Walk | Fuzhou Road | People‘s Park
382,https://www.youtube.com/embed/9J3BL3mhuIU,"['121.4378709', '31.2037889']",Shanghai Walk | Wukang Road | Fuxing Road West
383,https://www.youtube.com/embed/LzslZ3yji5I,"['121.4451013', '31.202743']",Shanghai Walk | Hengshan Road | Huaihai Road Middle
384,https://www.youtube.com/embed/haKvKsDgybM,"['121.437516', '31.194503']",Shanghai Walk | Xujiahui 
385,https://www.youtube.com/embed/9Wh7zRKPS1I,"['121.5073379', '31.2356552']",Shanghai Walk | Pudong | Lujiazui Financial Zone | Oriental Pearl TV Tower 
386,https://www.youtube.com/embed/-uSqulOjlbo,"['121.4909571', '31.2407922']",Shanghai Walk | The Bund | Waitan | Huangpu River | Puxi & Pudong
387,https://www.youtube.com/embed/mY1CnMFfwGk,"['121.4954444', '31.2370115']",Shanghai Walk | Ferry from Pudong to Puxi | The Huangpu River
